index, exposure (ty), pp+Be, +N, +O, +pep
59, 61.35907273413173, 0.7734567570296422, 0.8338220789337832, 1.3826557826405317, 2.0843381252582356
60, 65.79332246575683, 0.7795956840275523, 0.838070499469563, 1.4024371304607393, 2.117623835737933
61, 70.54802310718645, 0.7853108510478808, 0.8420699196363393, 1.4218232454680115, 2.148915607147438
62, 75.64633275546291, 0.7906251757423818, 0.8458453949341411, 1.4412791066761919, 2.177053934505425
63, 81.11308307896873, 0.79553469176467, 0.8459179652854835, 1.4606582141470943, 2.204802904498008
64, 86.97490026177834, 0.8001693070933514, 0.8494717757099717, 1.4801868424951183, 2.2314421079750146
65, 93.26033468832199, 0.8047764666277714, 0.8523365543552641, 1.5001105549558258, 2.257122659770107
66, 100.0, 0.8088340924223918, 0.855199274910977, 1.518772402472589, 2.2810885805698176
67, 107.22672220103232, 0.8122570538328358, 0.857576250586513, 1.5371148300270012, 2.301739310269665
68, 114.97569953977356, 0.8158995429062346, 0.8599668897660084, 1.5554957825530613, 2.323060505137005
69, 123.28467394420659, 0.8188943215208618, 0.8622766958506743, 1.572998638847257, 2.3410236244720504
70, 132.19411484660287, 0.8218294406811308, 0.864501441527533, 1.5904198983932427, 2.356543646632148
71, 141.74741629268047, 0.8246498030161997, 0.8670695767896703, 1.6071018215598183, 2.3718903047788844
72, 151.99110829529332, 0.8271875155621294, 0.8696518306479802, 1.6228234970005055, 2.385475531784598
73, 162.9750834620645, 0.8292269847090128, 0.8722634702785514, 1.6382650846010032, 2.3980021116254226
74, 174.7528400007685, 0.830815887361634, 0.8747706572358832, 1.6523607783616812, 2.411037981548537
75, 187.3817422860385, 0.832270129694766, 0.8773037965871333, 1.6651667838633486, 2.4222432724962606
76, 200.9233002565048, 0.8335560297567622, 0.8797574558964497, 1.6773153609713378, 2.431782195953415
77, 215.44346900318845, 0.8346870195625079, 0.882137443229125, 1.6887919749585356, 2.439726895213963
78, 231.01297000831605, 0.8356766451807082, 0.884449630010177, 1.6995843068403138, 2.446178950847341
79, 247.70763559917114, 0.8365385506807698, 0.8866999481505824, 1.7096825084569724, 2.451266560490767
80, 265.6087782946687, 0.8372864633125089, 0.8888943873742506, 1.7190794339269373, 2.455140800652322
81, 284.8035868435802, 0.8379341800097799, 0.8910389927652405, 1.727770840757512, 2.457971364340846
82, 305.3855508833416, 0.838495555294692, 0.8931398625538887, 1.7357555544978243, 2.4599421857570003
