index, x, y
0, 0.24999999999999994, 0.5273489937473327
1, 0.251002004008016, 0.526937013997081
2, 0.25197037173021763, 0.5280561122244489
3, 0.25125809194437665, 0.5300601202404809
4, 0.251002004008016, 0.5306492590015676
5, 0.25053009955170696, 0.5320641282565131
6, 0.24999999999999994, 0.5332736133838724
7, 0.24956870078646265, 0.534068136272545
8, 0.24899799599198394, 0.5351336402192781
9, 0.24863416188647242, 0.5360721442885772
10, 0.24799599198396793, 0.5373387832072917
11, 0.24763960616311165, 0.5380761523046091
12, 0.24699398797595185, 0.539337804335571
13, 0.2466213472763749, 0.5400801603206413
14, 0.24599198396793587, 0.5412338464703608
15, 0.24554474630122403, 0.5420841683366733
16, 0.2449899799599198, 0.5431371237586293
17, 0.24448004248584795, 0.5440881763527055
18, 0.2439879759519038, 0.5449776055348738
19, 0.24332255571971267, 0.5460921843687374
20, 0.2429859719438878, 0.5467138675587931
21, 0.24225903431842993, 0.5480961923847696
22, 0.24198396793587174, 0.5486076889878213
23, 0.24106055677119725, 0.5501002004008015
24, 0.2409819639278557, 0.5502424052329116
25, 0.23997995991983967, 0.5520601317852477
26, 0.23995596665103175, 0.5521042084168337
27, 0.23897795591182364, 0.5538046490306907
28, 0.23879667200826615, 0.5541082164328657
29, 0.2379759519038076, 0.5555812566788615
30, 0.23764377429484723, 0.5561122244488979
31, 0.23697394789579157, 0.5572349054115484
32, 0.23649300430581838, 0.5581162324649298
33, 0.23597194388777554, 0.5590893665351903
34, 0.23525529549980828, 0.560120240480962
35, 0.2349699398797595, 0.560624173474486
36, 0.23409014977083697, 0.5621242484969939
37, 0.23396793587174347, 0.5623200259743485
38, 0.23296593186372744, 0.5638251272973521
39, 0.23276129272216178, 0.564128256513026
40, 0.2319639278557114, 0.5654392585244185
41, 0.2314575067573621, 0.5661322645290581
42, 0.23096192384769537, 0.5669651308727258
43, 0.2301375052080973, 0.56813627254509
44, 0.22995991983967934, 0.5684208480298535
45, 0.2289579158316633, 0.5699646139328691
46, 0.22883925458823284, 0.5701402805611222
47, 0.22795591182364727, 0.5715498513921087
48, 0.22751216667041513, 0.5721442885771542
49, 0.22695390781563124, 0.5730233151191524
50, 0.22608484548370983, 0.5741482965931863
51, 0.2259519038076152, 0.5743297989949236
52, 0.22494989979959917, 0.5756319822852604
53, 0.2242494989484684, 0.5761523046092183
54, 0.22394789579158314, 0.5763593162035219
55, 0.2237058598784039, 0.5761523046092183
56, 0.22374147341507708, 0.5741482965931863
57, 0.22394789579158314, 0.5735373572973702
58, 0.22444235406555987, 0.5721442885771542
59, 0.22494989979959917, 0.5710442455605071
60, 0.22522843378025487, 0.5701402805611222
61, 0.2259519038076152, 0.5681451336541139
62, 0.2259548682513044, 0.56813627254509
63, 0.2268151855044493, 0.5661322645290581
64, 0.22695390781563124, 0.5658554810334594
65, 0.22780755757604476, 0.564128256513026
66, 0.22795591182364727, 0.563853842441479
67, 0.2287958158571286, 0.5621242484969939
68, 0.22895791583166328, 0.5617998581472139
69, 0.2297018947866427, 0.560120240480962
70, 0.22995991983967934, 0.5596027925992024
71, 0.23079834897057214, 0.5581162324649298
72, 0.23096192384769537, 0.55782410785065
73, 0.2318954311793303, 0.5561122244488979
74, 0.2319639278557114, 0.5559790142914612
75, 0.2329627080537345, 0.5541082164328657
76, 0.23296593186372744, 0.5541020748704172
77, 0.23396793587174347, 0.5521946727627347
78, 0.2340160117433525, 0.5521042084168337
79, 0.2349699398797595, 0.5503283044600945
80, 0.23510384494977155, 0.5501002004008015
81, 0.23597194388777554, 0.548581423996824
82, 0.2362481323111535, 0.5480961923847696
83, 0.23697394789579157, 0.5468144289358791
84, 0.23741298634094138, 0.5460921843687374
85, 0.2379759519038076, 0.5451232854368104
86, 0.23862660719189066, 0.5440881763527055
87, 0.23897795591182364, 0.5434747485260101
88, 0.23993129767932922, 0.5420841683366733
89, 0.23997995991983967, 0.5419987527694333
90, 0.2409819639278557, 0.5402753916782121
91, 0.24111179341644487, 0.5400801603206413
92, 0.24198396793587174, 0.5385575793940975
93, 0.2422995278729506, 0.5380761523046091
94, 0.24298597194388777, 0.5370132839614494
95, 0.2437075966316139, 0.5360721442885772
96, 0.2439879759519038, 0.5356373199642818
97, 0.24496490654257785, 0.534068136272545
98, 0.24498997995991978, 0.534025603611224
99, 0.2459919839679358, 0.532673697544091
100, 0.2464482514464883, 0.5320641282565131
101, 0.2469939879759519, 0.5312632911490426
102, 0.2479959919839679, 0.5302405107712568
103, 0.24812959084261782, 0.5300601202404809
104, 0.24899799599198394, 0.52871239363436
105, 0.24944463832460978, 0.5280561122244489
106, 0.24999999999999994, 0.5273489937473327
